Phi_global	P_surf	H2O_kg_total	H2O_vmr	CO2_kg_total	CO2_vmr	O2_kg_total	O2_vmr	H2_vmr	CH4_vmr	CO_kg_total	CO_vmr	N2_vmr	S2_vmr	SO2_vmr	H2S_vmr
9.9712191825e-01	3.4836144261e+02	1.8015738578e+22	5.5001856389e-03	6.9578590863e+20	1.1254761615e-01	2.0151538805e+18	6.5801267703e-04	4.8526155238e-03	2.8760773556e-10	2.7827917039e+21	8.6869671337e-01	7.7299099510e-03	5.3201552385e-06	2.8705817513e-33	9.5806676139e-06
9.9705012575e-01	3.4836488169e+02	1.8015701525e+22	5.5008993747e-03	6.9573185290e+20	1.1254176711e-01	2.0172555457e+18	6.5869243574e-04	4.8533474332e-03	2.8759685317e-10	2.7828220565e+21	8.6870047264e-01	7.7298694938e-03	5.3228655415e-06	2.8705534127e-33	9.5827726137e-06
9.9697806919e-01	3.4836834327e+02	1.8015663751e+22	5.5016153744e-03	6.9567691702e+20	1.1253578102e-01	2.0194096808e+18	6.5938927118e-04	4.8540838556e-03	2.8758407613e-10	2.7828529162e+21	8.6870434576e-01	7.7298283193e-03	5.3256274901e-06	2.8705248893e-33	9.5848886225e-06
9.9690574729e-01	3.4837182955e+02	1.8015625128e+22	5.5023335407e-03	6.9562094981e+20	1.1252963235e-01	2.0216258856e+18	6.6010631316e-04	4.8548251682e-03	2.8756899243e-10	2.7828843711e+21	8.6870835497e-01	7.7297863024e-03	5.3284501083e-06	2.8704961630e-33	9.5870162751e-06
9.9683315754e-01	3.4837534294e+02	1.8015585518e+22	5.5030537804e-03	6.9556378807e+20	1.1252329359e-01	2.0239145363e+18	6.6084694431e-04	4.8555717880e-03	2.8755115981e-10	2.7829165160e+21	8.6871252419e-01	7.7297433081e-03	5.3313431416e-06	2.8704672138e-33	9.5891562863e-06
9.9676029941e-01	3.4837888592e+02	1.8015544776e+22	5.5037759733e-03	6.9550526046e+20	1.1251673576e-01	2.0262866035e+18	6.6161474116e-04	4.8563241361e-03	2.8753011046e-10	2.7829494504e+21	8.6871687867e-01	7.7296991942e-03	5.3343168502e-06	2.8704380214e-33	9.5913093507e-06
9.9668717071e-01	3.4838246111e+02	1.8015502752e+22	5.5045000118e-03	6.9544518985e+20	1.1250992896e-01	2.0287534510e+18	6.6241340810e-04	4.8570826625e-03	2.8750536439e-10	2.7829832774e+21	8.6872144438e-01	7.7296538139e-03	5.3373818496e-06	2.8704085643e-33	9.5934762298e-06
9.9661376973e-01	3.4838607112e+02	1.8015459293e+22	5.5052257816e-03	6.9538339718e+20	1.1250284296e-01	2.0313266329e+18	6.6324671152e-04	4.8578478186e-03	2.8747643620e-10	2.7830181011e+21	8.6872624759e-01	7.7296070186e-03	5.3405488945e-06	2.8703788208e-33	9.5956576794e-06
9.9654009559e-01	3.4838971856e+02	1.8015414248e+22	5.5059531608e-03	6.9531970526e+20	1.1249544778e-01	2.0340176704e+18	6.6411840685e-04	4.8586200459e-03	2.8744284484e-10	2.7830540243e+21	8.6873131434e-01	7.7295586608e-03	5.3438286598e-06	2.8703487696e-33	9.5978544262e-06
9.9646614518e-01	3.4839340601e+02	1.8015367470e+22	5.5066820538e-03	6.9525394165e+20	1.1248771436e-01	2.0368378172e+18	6.6503216203e-04	4.8593997946e-03	2.8740412761e-10	2.7830911475e+21	8.6873666981e-01	7.7295085973e-03	5.3472315470e-06	2.8703183893e-33	9.6000672368e-06
